Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches,Team,Playing Time.3
Yukinari Sugawara,jp JPN,DF,24.0,11.0,8,682.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,12.0,35.0,30.0,0.13,0.13,0.26,0.13,0.26,0.04,0.2,0.24,0.04,0.24,Matches,Southampton,
Jack Stephens,eng ENG,DF,30.0,8.0,8,665.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.1,0.4,11.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Southampton,
Tyler Dibling,eng ENG,"FW,MF",18.0,12.0,7,660.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.8,1.8,32.0,25.0,40.0,0.14,0.0,0.14,0.14,0.14,0.13,0.11,0.25,0.13,0.25,Matches,Southampton,
Joe Aribo,ng NGA,MF,28.0,11.0,6,653.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,1.9,19.0,26.0,29.0,0.14,0.0,0.14,0.14,0.14,0.18,0.09,0.27,0.18,0.27,Matches,Southampton,
Cameron Archer,eng ENG,FW,23.0,12.0,6,612.0,6.8,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.5,2.7,0.2,2.9,9.0,4.0,25.0,0.29,0.0,0.29,0.29,0.29,0.52,0.03,0.55,0.4,0.43,Matches,Southampton,
Adam Armstrong,eng ENG,"FW,MF",27.0,9.0,6,532.0,5.9,2.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,2.1,1.2,0.3,1.5,11.0,12.0,51.0,0.34,0.17,0.51,0.34,0.51,0.36,0.06,0.42,0.2,0.26,Matches,Southampton,
Ryan Manning,ie IRL,"DF,FW",28.0,5.0,5,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.16,0.01,0.16,Matches,Southampton,
Adam Lallana,eng ENG,MF,36.0,8.0,5,315.0,3.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.0,5.0,22.0,8.0,0.0,0.57,0.57,0.0,0.57,0.05,0.25,0.3,0.05,0.3,Matches,Southampton,
Ben Brereton,cl CHI,FW,25.0,7.0,4,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,11.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22,Matches,Southampton,
Alex McCarthy,eng ENG,GK,34.0,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,
William Smallbone,ie IRL,MF,24.0,4.0,3,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.23,0.11,0.23,Matches,Southampton,
Ryan Fraser,sct SCO,"FW,DF",30.0,5.0,3,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,Matches,Southampton,
Lesley Ugochukwu,fr FRA,MF,20.0,6.0,2,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,Matches,Southampton,
Charlie Taylor,eng ENG,DF,31.0,5.0,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Southampton,
Ross Stewart,sct SCO,"FW,MF",28.0,4.0,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Southampton,
Paul Onuachu,ng NGA,FW,30.0,6.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,Matches,Southampton,
Maxwel Cornet,ci CIV,FW,28.0,2.0,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Southampton,
Samuel Edozie,eng ENG,"DF,FW",21.0,2.0,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Southampton,
Kamaldeen Sulemana,gh GHA,"FW,MF",22.0,2.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Southampton,
James Bree,eng ENG,DF,27.0,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Southampton,
Carlos Alcaraz,ar ARG,MF,21.0,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,Matches,Southampton,
Samuel Amo-Ameyaw,eng ENG,DF,18.0,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.62,0.8,0.18,0.8,Matches,Southampton,
Joe Lumley,eng ENG,GK,29.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton,
Nathan Wood-Gordon,eng ENG,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton,
Squad Total,,,26.2,12.0,132,1080.0,12.0,9.0,6.0,15.0,9.0,0.0,2.0,40.0,2.0,13.2,11.4,9.6,21.1,231.0,408.0,405.0,0.75,0.5,1.25,0.75,1.25,1.1,0.8,1.9,0.95,1.76,,Southampton,
Opponent Total,,,26.9,12.0,132,1080.0,12.0,24.0,16.0,40.0,22.0,2.0,2.0,28.0,1.0,25.5,24.1,20.5,44.6,246.0,494.0,491.0,2.0,1.33,3.33,1.83,3.17,2.13,1.71,3.84,2.01,3.72,,Southampton,
